Authors;Article Title;DOI
Piprani A.Z., Jaafar N.I., Mohezar Ali S.;Prioritizing resilient capability factors of dealing with supply chain disruptions: an analytical hierarchy process (AHP) application in the textile industry;10.1108/BIJ-03-2019-0111
Pohlmann A.;No man is an island: The sustainability awareness effect of geography on hedonic fashion consumption and connection with nature – evidence from Galápagos and Hawaiʻi;10.1386/csmf_00041_1
Portales-Zevallos H., Yalan-Curo J., Sotelo-Raffo J., Ramos-Palomino E.;SOP impact on inventory management in a Peruvian textile company;10.1109/CONIITI48476.2019.8960897
Pourhejazy P., Ashby A.;Reshoring decisions for adjusting supply chains in a changing world: A case study from the apparel industry;10.3390/ijerph18094873
Prada Ospina R., Ocampo P.C.;Generation of forecasts based on the analysis of the real behavior of the demand of a Colombian textile company;
Prasad S., Jaffe J., Bhattacharyya K., Tata J., Marshall D.;Value supply chains at the base of the pyramid: studies of past and present textile networks;10.1108/JHLSCM-02-2017-0002
Prentice R.;Labour Rights from Labour Wrongs? Transnational Compensation and the Spatial Politics of Labour Rights after Bangladesh’s Rana Plaza Garment Factory Collapse;10.1111/anti.12751
Prentice R., De Neve G., Mezzadri A., Ruwanpura K.N.;Health and safety in garment workers’ lives: Setting a new research agenda;10.1016/j.geoforum.2017.11.024
Purwanto S.;The effect of competitive advantage and commodity strategic supply chain on Indonesia textile industry;10.5267/j.uscm.2018.10.011
Qi X., Lijing G.;Optimal incentive strategy of product quality level and timely delivery level in shared supply chain under cost sharing mechanism;10.13587/j.cnki.jieem.2022.01.020
Raghuram P., Saleeshya P.G.;Responsiveness model of the textile supply chain-A structural equation modelling-based investigation;10.1504/ijsom.2021.113605
Rahmadyanti E., Rachmawati T., Susanti N., Studiviany P.;Factors affecting the performance of batik small industries Tanjungbumi becoming environment friendly;
Rahman S.;Demoralizing Impacts of the COVID-19 on the Bangladesh Ready-Made Garment (RMG) Supply Chain;10.1007/978-3-030-93228-2_9
Rahman S.;The Bangladesh garment industry and the global supply chain: Choices and constraints of management;10.4324/9781003153238
Rai S.S., Das D., Ganguly K., Giri S., Mishra S.K.;Stage-wise responsiveness in supply chain: Reference from the Indian garment industry;10.1504/IJLSM.2021.116847
Ramdass K., Pita M.;Integrating 5S principles as a strategy for improving clothing manufacture;
Ramirez-Mitma M., Rojas-Garcia J., Torres-Sifuentes C., Raymundo C.;A Strategic Lean Procurement Model Based on Supplier Approval to Reduce Unplanned Downtime in a Textile Small and Medium-Sized Enterprises;10.1007/978-3-030-57548-9_37
Raut R., Gardas B.B., Narkhede B.;Ranking the barriers of sustainable textile and apparel supply chains: An interpretive structural modelling methodology;10.1108/BIJ-12-2017-0340
Rayasam G.V., Mande S.C.;Role of S&T organisations in mitigation of Covid-19: CSIR as a case study;10.1080/00194506.2020.1832588
Rehman Khan S.A., Shah A., Yu Z., Khan S.T.;Impact of Resources and Leagile Strategy on Organizational Performance: An Empirical Study in the Context of the Apparel Supply Chain;10.1109/ICAML54311.2021.00086
Reiter L., Kozar J.;Chinese Students’ Knowledge and Attitudes of Environmentally and Socially Sustainable Apparel and Sustainable Apparel Purchase Intentions: An Abstract;10.1007/978-3-319-47331-4_64
Reza N., Du Plessis J.J.;The Garment Industry in Bangladesh, Corporate Social Responsibility of Multinational Corporations, and the Impact of COVID-19;10.1017/als.2022.9
Ricciardi P., Cillari G., Carnevale Miino M., Collivignarelli M.C.;Valorization of agro-industry residues in the building and environmental sector: A review;10.1177/0734242X20904426
Richards H.;Risk, Reporting and Responsibility: Modern Slavery, Colonial Power and Fashion's Transparency Industry;10.5204/ijcjsd.2378
Richards H.;Rethinking value: ‘radical transparency’ in fashion;10.1080/10304312.2021.1993575
Riyadi S.;The mediating role of technology competences, supply chain technology between supply chain management, total quality management and firms supply chain performance in Indonesian textile sector;
Rosenblatt D.;Peace and Prosperity: Israel’s Qualifying Industrial Zone Agreements with Jordan and Egypt;
Rovanto I.K., Bask A.;Systemic circular business model application at the company, supply chain and society levels—A view into circular economy native and adopter companies;10.1002/bse.2677
Roy S.A., Ali S.M., Kabir G., Enayet R., Suhi S.A., Haque T., Hasan R.;A framework for sustainable supplier selection with transportation criteria;10.1080/19397038.2019.1625983
Rungruengkultorn P., Boonsiri S.;Warehouse Processes Improvement Using Lean Six Sigma and RFID Technology;
Ruwanpura K.N.;‘Imaginary’ illnesses? Worker occupational health and privatized health care: Sri Lanka’s story;10.1080/09584935.2019.1578731
Sablón-Cossío N., Crespo E.O., Pulido-Rojano A., Acevedo-Urquiaga A.J., Ruiz Cedeño S.M.;Analysis of the integration of the supply chain in the textile industry in ecuador. A case study [Análisis de integración de la cadena de suministros en la industria textil en ecuador. Un caso de estudio];10.4067/S0718-33052021000100094
Saengon P., Maneechote K., Sawasdee A.;Can social capital dimensions optimize operational performance? - Mediating role of supply chain collaboration;
Safrida, Suprayitno E., Tarigan N.M.R., Wardhani I.I.;Absorptive capacity: As a mediator between social capital and supply chain resilience in the textile industry of Thailand;
Saheed H.;Prospects for the textile and clothing industry in turkey;
Saheed H.;Prospects for the textile and clothing industry in bangladesh;
Sahni H., Chopra N.;CSR AND SDG MAPPING IN FASHION & TEXTILE INDUSTRY: IDENTIFYING POTENTIAL CHALLENGES IN THE WAKE OF ISOLATIONISM;10.1108/S2043-052320200000016012
Sahni H., Chopra N.;Geetanjali Woollens Pvt Ltd: In the Pursuit of Sustenance for Sustainability;10.1108/978-1-78756-683-520191005
Saleeby K., Feldhausen T., Love L., Kurfess T.;Rapid retooling for emergency response with hybrid manufacturing;10.1520/SSMS20200050
Salminen J.;The accord on fire and building safety in Bangladesh: A new paradigm for limiting buyers' liability in global supply chains?;10.1093/ajcl/avy030
Salter M.;Chemical management and environmental assessment;
Salvetti N., Nijhof A.;CSR Evolution in the Garment Sector of Bangladesh: The Challenges of Sustainability;10.1007/978-3-030-53775-3_6
Sami T., Alam T., Mitu N.J., Hoque A., Alam M.S., Islam M.T.;Design and Performance Analysis of Textile-based RFID (Radio Frequency Identification) Tag Antenna;10.1109/WiSPNET51692.2021.9419441
Sangiorgio P., Verardi A., Spagnoletta A., Balducchi R., Leone G.P., Pizzichini D., Raimondo S., Conigliaro A., Alessandro R.;Citrus as a multifunctional crop to promote new bio-products and valorize the supply chain;
Sarıçam C., Yilmaz S.M.;An integrated framework for supplier selection and performance evaluation for apparel retail industry;10.1177/0040517521992353
Sarpong S.;Sweatshops and a duty of care: To what extent? The case of Bangladesh;10.1108/S2043-052320180000014011
Saxena S.B., Kaur H., Tripathi S.;How the pandemic has impacted the various layers of the global garment supply chain;
Sayarshad H.R.;Personal protective equipment market coordination using subsidy;10.1016/j.scs.2022.104044
Scarpellini E.;The Italian look, or the democratization of fashion;10.4324/9780429264405-24
Scholten K., Fynes B.;Risk and Uncertainty Management for Sustainable Supply Chains;10.1007/978-3-319-29791-0_19
Senthil Kumar P., Suganya S.;Introduction to sustainable fibres and textiles;10.1016/B978-0-08-102041-8.00001-9
Serdijn M., Kolk A., Fransen L.;Uncovering missing links in global value chain research – and implications for corporate social responsibility and international business;10.1108/cpoib-01-2020-0002
Setiawan R.;Order allocation and purchasing transportation planning in the garment supply chain: A goal-flexible planning approach;10.7232/iems.2021.20.2.223
Seuring S., Goldbach M.;Managing sustainability performance in the textile chain;
Sevkli M., Karaman A.S., Unal Y.Z., Kotun M.B.;An integrated heuristic approach for the long-distance heterogeneous vehicle routing problem;10.4018/978-1-7998-1954-7.ch002
Shah N.H., Naik M.K.;Imperfect inventory model for trended demand under radio frequency identification and trade credit;10.2298/YJOR190315021S
Shahi S.K., Shiva A., Dia M.;Integrated sustainable supply chain management and firm performance in the Indian textile industry;10.1108/QROM-03-2020-1904
Shao B., Ye C.;"Research on bullwhip effect of clothing supply chain based on system dynamics [基于系统动力学的服装供应链""牛鞭效应""仿真研究]";10.19333/j.mfkj.20201204107
Shao P., Liu X.;NVivo-based analysis of the influence of COVID-19 on the textile industry and countermeasures [基于 NVivo 分析新冠肺炎疫情对纺织产业的影响及应对举措];10.3969/j.issn.1001-7003.2021.08.001
Shao Z., Zhang J.;A case of sustainable supply chains governance and its inspiration to Chinese brand clothing enterprises;10.19333/j.mfkj.2016090020806
Shao Z.-Y., Cheng N.-X., Luo Z.-X., Dong S.-J.;Research on Working Capital Management in China's Garment Industry Under the New Normal [新常态下中国服装业营运资金管理研究];
Sharma A., Zanotti P., Musunur L.P.;Drive through Robotics: Robotic Automation for Last Mile Distribution of Food and Essentials during Pandemics;10.1109/ACCESS.2020.3007064
Shen B., Ding X., Chen L., Chan H.L.;Low carbon supply chain with energy consumption constraints: case studies from China’s textile industry and simple analytical model;10.1108/SCM-05-2015-0197
Shen Y., Qian Y., Tang X.;Design of Haining Home Textile Supply Chain Cloud Service Platform in Era of Intelligent;10.1088/1742-6596/1302/2/022044
Shi X., Zhang X., Cao M.;Food safety risk control strategy based on block chain technology;10.1145/3465631.3465932
Shokrani A., Loukaides E.G., Elias E., Lunt A.J.G.;"Exploration of alternative supply chains and distributed manufacturing in response to COVID-19; a case study of medical face shields";10.1016/j.matdes.2020.108749
Siddiqi D.M.;Logics of Sedition: Re-signifying Insurgent Labour in Bangladesh’s Garment Factories;10.1177/0973174120983955
Sidebottom R.;All that glitters is not white gold;10.1093/oso/9780198827535.001.0013
Signori P., Guercini S.;Patrizia Pepe: Unconventional Innovation and Integration in Fashion Supply Chain;10.1057/978-1-137-52352-5_2
Silva M.E., Ashby A., Nascimento C.M.;Social Sustainability in Micro and Small Enterprise Supply Chains: Empirical Insights from the Clothing Industry;10.1080/10978526.2021.1992597
Singh A., Nijhar K.;Recent developments in the garment supply chain;10.1016/B978-0-08-101211-6.00015-X
Sittisom W., Mekhum W.;Determining the operational performance in supply chain with moderating role of information quality: A case of Thai textile industry;
Sizwe M.M., Charles M.;Exploring the secondary co-operative model in the supply of fabric to primary sewing co-operatives;
Sodhi M.S., Tang C.S., Willenson E.T.;Research opportunities in preparing supply chains of essential goods for future pandemics;10.1080/00207543.2021.1884310
Sonnenberg N.C., Marx-Pienaar J.M.M., Stols M.J.;Female consumers' apparel disposal behaviour in the South African emerging market context;10.2495/WM180261
Sopha B.M., Jie F., Himadhani M.;Analysis of the uncertainty sources and SMEs’ performance;10.1080/08276331.2020.1764737
Sopha B.M., Hestiani A.;A case study of Indonesian SMEs: An empirical evidence of SCM practices and their impact on firm performance;10.1504/IJSTM.2018.094432
Sorkun M.F., Onay M.;The Effects of Companies’ Reverse Logistics Motivations on Their Reverse Logistics Networks;10.1007/978-3-319-77622-4_1
Soundararajan V., Khan Z., Tarba S.Y.;Beyond brokering: Sourcing agents, boundary work and working conditions in global supply chains;10.1177/0018726716684200
Srisawat S., Srisawat N.;The effect of green supply chain management practices on the sustainable performance of the textile industry;
Srisuponvanit S., Somjai S., Laosillapacharoen K., Boonaram T.;Exploring the nexus between the organizational entrepreneurship, supply chain integration and the performance outcomes of Thai textile industry;
Srividya V., Tripathy B.K.;Role of Big Data in Supply Chain Management;10.1007/978-981-19-0240-6_3
Ștefan E.-I., Blaga M., Penciuc M.;DIGITAL SOLUTIONS FOR EDUCATION IN SUSTAINABLE KNITTING;10.12753/2066-026X-21-170
Strulak-Wójcikiewicz R., Bohdan A.;The concept of an e-platform cooperation model in the field of 3D printing during the COVID-19 pandemic;10.1016/j.procs.2021.09.183
Suarez A., Ford E., Venditti R., Kelley S., Saloni D., Gonzalez R.;Rethinking the use of bio-based plastics to accelerate the decarbonization of our society;10.1016/j.resconrec.2022.106593
Suganya G., Joshua S.;Determinants of supply chain effectiveness during economic slowdown – An exploratory study of the Indian Textiles Cluster [Factorii determinanți ai eficienței lanțului de aprovizionare în timpul încetinirii economice – Un studiu exploratoriu al Clusterului Textil Indian];10.35530/T.071.06.1748
